datetime,used_power,surplus_power
2017/09/04,2.72,195.50
2017/09/03,1.76,198.22
2017/09/02,-825.60,199.98
2017/09/01,1.80,18.02
2017/08/31,3.23,19.82
2017/08/30,2.60,23.05
2017/08/29,4.61,25.65
2017/08/28,2.59,30.26
2017/08/27,4.14,32.85
2017/08/26,806.65,36.99
2017/08/25,0.00,0.00
2017/08/24,0.00,0.00
2017/08/23,0.00,0.00
2017/07/15,0.00,0.00
2017/07/14,0.00,0.00
2017/07/13,-802.85,0.00
2017/07/12,0.00,40.79
2017/07/11,2.65,40.79
2017/07/09,2.71,43.44
2017/07/08,3.19,46.15
2017/07/07,2.85,49.34
2017/07/06,5.15,52.19
2017/07/05,2.65,57.34
2017/07/04,3.67,59.99
2017/07/03,1.52,63.66
2017/07/02,2.78,65.18
2017/07/01,2.51,67.96
2017/06/30,3.23,70.47
2017/06/29,1.95,73.70
2017/06/28,2.42,75.65
2017/06/27,1.95,78.07
2017/06/26,2.83,80.02
2017/06/25,1.86,82.85
2017/06/24,2.65,84.71
2017/06/23,2.64,87.36
2017/06/22,2.45,90.00
2017/06/21,2.00,92.45
2017/06/20,2.72,94.45
2017/06/19,2.29,97.17
2017/06/18,3.46,99.46
2017/06/17,1.55,102.92
2017/06/16,2.02,104.47
2017/06/15,2.14,106.49
2017/06/14,2.12,108.63
2017/06/13,2.23,110.75
2017/06/12,2.30,112.98
2017/06/11,2.28,115.28
2017/06/10,2.46,117.56
2017/06/09,2.62,120.02
2017/06/08,3.20,122.64
2017/06/07,2.13,125.84
2017/06/06,2.73,127.97
2017/06/05,2.30,130.70
2017/06/04,2.56,133.00
2017/06/03,2.00,135.56
2017/06/02,3.70,137.56
2017/06/01,2.50,141.26
2017/05/31,2.22,143.76
2017/05/30,2.68,145.98
2017/05/29,3.26,148.66
2017/05/28,1.56,151.92
2017/05/27,2.56,153.48
2017/05/26,1.57,156.04
2017/05/25,2.42,157.61
2017/05/24,2.00,160.03
2017/05/23,2.54,162.03
2017/05/22,1.47,164.57
2017/05/21,3.07,166.04
2017/05/20,2.23,169.11
2017/05/19,3.43,171.34
2017/05/18,1.84,174.77
2017/05/17,2.26,176.61
2017/05/16,2.23,178.87
2017/05/15,3.25,181.10
2017/05/14,2.51,184.35
2017/05/13,3.51,186.86
2017/05/12,2.70,190.37
2017/05/11,2.09,193.07
2017/05/10,3.52,195.16
2017/05/09,1.76,198.68
2017/05/08,2.84,200.44
2017/05/07,3.09,203.28
2017/05/06,2.41,206.37
2017/05/05,3.04,208.78
2017/05/04,2.84,211.82
2017/05/03,2.32,214.66
2017/05/02,2.60,216.98
2017/05/01,2.77,219.58
2017/04/30,2.46,222.35
2017/04/29,3.07,224.81
2017/04/28,1.59,227.88
2017/04/27,2.14,229.47
2017/04/26,1.19,231.61
2017/04/25,3.04,232.80
2017/04/24,2.21,235.84
2017/04/23,3.75,238.05
2017/04/22,1.66,241.80
2017/04/21,3.36,243.46
2017/04/20,2.12,246.82
2017/04/19,3.17,248.94
2017/04/18,1.77,252.11
2017/04/17,4.19,253.88
2017/04/16,2.65,258.07
2017/04/15,4.09,260.72
2017/04/14,1.76,264.81
2017/04/13,3.08,266.57
2017/04/12,2.16,269.65
2017/04/11,3.71,271.81
2017/04/10,1.92,275.52
2017/04/09,1.79,277.44
2017/04/08,2.96,279.23
2017/04/07,5.21,282.19
2017/04/06,0.51,287.40
2017/04/05,2.32,287.91
2017/04/04,2.70,290.23
2017/04/03,3.05,292.93
2017/04/02,2.39,295.98
2017/04/01,3.19,298.37
2017/03/31,2.04,301.56
2017/03/30,3.46,303.60
2017/03/29,2.41,307.06
2017/03/28,2.54,309.47
2017/03/27,4.01,312.01
2017/03/26,4.31,316.02
2017/03/25,2.98,320.33
2017/03/24,4.48,323.31
2017/03/23,3.19,327.79
2017/03/22,3.23,330.98
2017/03/21,3.45,334.21
2017/03/20,3.76,337.66
2017/03/19,2.96,341.42
2017/03/18,2.69,344.38
2017/03/17,2.94,347.07
2017/03/16,2.65,350.01
2017/03/15,2.74,352.66
2017/03/14,3.18,355.40
2017/03/13,3.21,358.58
2017/03/12,2.28,361.79
2017/03/11,2.92,364.07
2017/03/10,3.33,366.99
2017/03/09,2.55,370.32
2017/03/08,2.97,372.87
2017/03/07,2.40,375.84
2017/03/06,4.26,378.24
2017/03/05,3.09,382.50
2017/03/04,2.69,385.59
2017/03/03,2.41,388.28
2017/03/02,3.33,390.69
2017/03/01,3.35,394.02
2017/02/28,2.35,397.37
2017/02/27,2.57,399.72
2017/02/26,2.11,402.29
2017/02/25,2.33,404.40
2017/02/24,2.97,406.73
2017/02/23,2.54,409.70
2017/02/22,3.68,412.24
2017/02/21,2.91,415.92
2017/02/20,3.78,418.83
2017/02/19,3.03,422.61
2017/02/18,6.61,425.64
2017/01/15,1.37,192.25
2017/01/14,4.94,193.62
2017/01/13,2.30,198.56
2017/01/12,4.31,200.86
2017/01/11,6.24,205.17
2017/01/10,3.40,211.41
2017/01/09,4.03,214.81
2017/01/08,3.73,218.84
2017/01/07,4.28,222.57
2017/01/06,2.82,226.85
2017/01/05,6.60,229.67
2017/01/04,3.39,236.27
2017/01/03,3.17,239.66
2017/01/02,3.52,242.83
2017/01/01,2.56,246.35
2016/12/31,3.48,248.91
2016/12/30,2.72,252.39
2016/12/29,3.58,255.11
2016/12/28,3.22,258.69
2016/12/27,2.94,261.91
2016/12/26,4.59,264.85
2016/12/25,3.00,269.44
2016/12/24,2.63,272.44
2016/12/23,3.46,275.07
2016/12/22,5.17,278.53
2016/12/21,3.82,283.70
2016/12/20,4.59,287.52
2016/12/19,4.11,292.11
2016/12/18,4.19,296.22
2016/12/17,4.21,300.41
2016/12/16,4.70,304.62
2016/12/15,3.80,309.32
2016/12/14,4.15,313.12
2016/12/13,3.25,317.27
2016/12/12,2.93,320.52
2016/12/11,3.95,323.45
2016/12/10,4.13,327.40
2016/12/09,6.89,331.53
2016/12/07,3.41,338.42
2016/12/06,3.19,341.83
2016/12/05,3.14,345.02
2016/12/04,2.98,348.16
2016/12/03,3.43,351.14
2016/12/02,3.08,354.57
2016/12/01,2.69,357.65
2016/11/30,3.30,360.34
2016/11/29,0.00,0.00
2016/11/28,0.00,0.00
2016/11/27,0.00,0.00
2016/11/26,0.00,0.00
2016/11/25,0.00,0.00
2016/11/24,0.00,0.00
2016/11/23,0.00,0.00
2016/11/22,0.00,0.00
2016/11/21,0.00,0.00
2016/11/20,0.00,0.00
2016/11/19,0.00,0.00
2016/11/18,0.00,0.00
2016/11/17,0.00,0.00
2016/11/16,0.98,0.00
2016/11/15,3.38,0.98
2016/11/14,3.99,4.36
2016/11/13,5.52,8.35
2016/11/12,3.10,13.87
2016/11/11,4.31,16.97
2016/11/10,4.18,21.28
2016/11/09,3.49,25.46
2016/11/08,2.86,28.95
2016/11/07,3.36,31.81
2016/11/06,3.79,35.17
2016/11/05,2.99,38.96
2016/11/04,2.95,41.95
2016/11/03,3.14,44.90
2016/11/02,3.56,48.04
2016/11/01,2.97,51.60
2016/10/31,9.73,54.57
2016/10/28,2.36,64.30
2016/10/27,3.81,66.66
2016/10/26,3.91,70.47
2016/10/25,1.96,74.38
2016/10/24,2.09,76.34
2016/10/23,3.93,78.43
2016/10/22,2.34,82.36
2016/10/21,2.58,84.70
2016/10/20,3.09,87.28
2016/10/19,3.31,90.37
2016/10/18,2.29,93.68
2016/10/17,1.92,95.97
2016/10/16,2.89,97.89
2016/10/15,2.99,100.78
2016/10/14,3.25,103.77
2016/10/13,2.87,107.02
2016/10/12,2.68,109.89
2016/10/11,3.63,112.57
2016/10/10,2.39,116.20
2016/10/09,2.78,118.59
2016/10/08,3.30,121.37
2016/10/07,3.30,124.67
2016/10/06,2.97,127.97
2016/10/05,2.98,130.94
2016/10/04,3.56,133.92
2016/10/03,4.28,137.48
2016/10/02,3.44,141.76
2016/10/01,3.20,145.20
2016/09/30,3.07,148.40
2016/09/29,3.66,151.47
2016/09/28,3.34,155.13
2016/09/27,3.16,158.47
2016/09/26,2.14,161.63
2016/09/25,4.64,163.77
2016/09/24,2.72,168.41
2016/09/23,3.50,171.13
2016/09/22,1.48,174.63
2016/09/21,2.39,176.11
2016/09/20,1.88,178.50
2016/09/19,3.77,180.38
2016/09/18,2.06,184.15
2016/09/17,2.71,186.21
2016/09/16,1.56,188.92
2016/09/15,3.45,190.48
2016/09/14,2.24,193.93
2016/09/13,2.95,196.17
2016/09/12,1.75,199.12
2016/09/11,2.57,200.87
2016/09/10,2.04,203.44
2016/09/09,5.46,205.48
2016/09/07,2.75,210.94
2016/09/06,3.49,213.69
2016/09/05,4.43,217.18
2016/09/04,2.69,221.61
2016/09/03,3.03,224.30
2016/09/02,4.24,227.33
2016/09/01,1.91,231.57
2016/08/31,2.15,233.48
2016/08/30,3.19,235.63
2016/08/29,-863.82,158.82
2016/08/28,3.63,-21.36
2016/08/27,6.72,-17.73
2016/08/25,112.03,-11.01
