datetime,used_power,surplus_power
2017/03/28,3.07,150.73
2017/03/27,3.34,153.80
2017/03/26,2.91,157.14
2017/03/25,3.46,160.05
2017/03/24,1.99,163.51
2017/03/23,1.51,165.50
2017/03/22,3.89,167.01
2017/03/21,2.98,170.90
2017/03/20,2.68,173.88
2017/03/19,3.79,176.56
2017/03/18,3.58,180.35
2017/03/17,3.61,183.93
2017/03/16,3.54,187.54
2017/03/15,4.06,191.08
2017/03/14,4.56,195.14
2017/03/13,4.76,199.70
2017/03/12,2.11,204.46
2017/03/11,3.64,206.57
2017/03/10,3.97,210.21
2017/03/09,4.36,214.18
2017/03/08,4.03,218.54
2017/03/07,3.55,222.57
2017/03/06,3.73,226.12
2017/03/05,4.79,229.85
2017/03/04,5.83,234.64
2017/03/03,3.22,240.47
2017/03/02,4.77,243.69
2017/03/01,4.00,248.46
2017/02/28,4.43,252.46
2017/02/27,5.20,256.89
2017/02/26,5.09,262.09
2017/02/25,6.05,267.18
2017/02/24,4.23,273.23
2017/02/23,5.19,277.46
2017/02/22,4.63,282.65
2017/02/21,4.16,287.28
2017/02/20,2.95,291.44
2017/02/19,1.51,294.39
2017/02/18,0.16,295.90
2017/01/15,0.00,56.06
2017/01/14,0.00,56.06
2017/01/13,0.00,56.06
2017/01/12,0.00,56.06
2017/01/11,0.04,56.06
2017/01/10,1.81,56.10
2017/01/09,0.63,57.91
2017/01/08,0.77,58.54
2017/01/07,1.34,59.31
2017/01/06,1.98,60.65
2017/01/05,9.23,62.63
2017/01/04,10.50,71.86
2017/01/03,6.90,82.36
2017/01/02,1.64,89.26
2017/01/01,9.61,-0.01
2016/12/31,7.87,9.60
2016/12/30,11.47,17.47
2016/12/29,11.41,28.94
2016/12/28,11.11,40.35
2016/12/27,12.17,51.46
2016/12/26,7.22,63.63
2016/12/25,10.40,70.85
2016/12/24,10.67,81.25
2016/12/23,9.34,1.01
2016/12/22,12.07,10.35
2016/12/21,13.38,22.42
2016/12/20,12.53,35.80
2016/12/19,6.11,48.33
2016/12/18,5.03,54.44
2016/12/17,4.06,59.47
2016/12/16,7.41,63.53
2016/12/15,5.42,70.94
2016/12/14,5.52,76.36
2016/12/13,5.80,81.88
2016/12/12,4.82,87.68
2016/12/11,6.24,1.59
2016/12/10,3.84,7.83
2016/12/09,8.63,11.67
2016/12/07,4.50,20.30
2016/12/06,4.41,24.80
2016/12/05,5.21,29.21
2016/12/04,3.09,34.42
2016/12/03,4.95,37.51
2016/12/02,5.99,42.46
2016/12/01,4.25,48.45
2016/11/30,7.19,52.70
2016/11/29,4.52,59.89
2016/11/28,13.46,64.41
2016/11/27,0.12,77.87
2016/11/26,8.76,77.99
2016/11/25,3.39,86.75
2016/11/24,3.76,90.14
2016/11/23,3.95,93.90
2016/11/22,2.42,97.85
2016/11/21,2.34,100.27
2016/11/20,2.23,102.61
2016/11/19,2.64,104.84
2016/11/18,1.97,107.48
2016/11/17,2.18,109.45
2016/11/16,2.11,111.63
2016/11/15,2.13,113.74
2016/11/14,1.90,115.87
2016/11/13,1.77,117.77
2016/11/12,2.24,119.54
2016/11/11,2.54,121.78
2016/11/10,2.27,124.32
2016/11/09,1.78,126.59
2016/11/08,2.01,128.37
2016/11/07,2.11,130.38
2016/11/06,2.30,132.49
2016/11/05,2.14,134.79
2016/11/04,1.83,136.93
2016/11/03,2.08,138.76
2016/11/02,1.80,140.84
2016/11/01,2.76,142.64
2016/10/31,8.38,145.40
2016/10/28,2.54,153.78
2016/10/27,2.51,156.32
2016/10/26,1.88,158.83
2016/10/25,2.52,160.71
2016/10/24,2.91,163.23
2016/10/23,2.39,166.14
2016/10/22,3.00,168.53
2016/10/21,2.30,171.53
2016/10/20,2.40,173.83
2016/10/19,1.47,176.23
2016/10/18,1.88,177.70
2016/10/17,2.42,179.58
2016/10/16,2.26,182.00
2016/10/15,2.06,184.26
2016/10/14,2.37,186.32
2016/10/13,2.01,188.69
2016/10/12,2.38,190.70
2016/10/11,1.84,193.08
2016/10/10,1.86,194.92
2016/10/09,1.83,196.78
2016/10/08,1.62,198.61
2016/10/07,0.80,200.23
2016/10/06,1.14,201.03
2016/10/05,1.19,202.17
2016/10/04,1.09,203.36
2016/10/03,1.83,204.45
2016/10/02,0.80,206.28
2016/10/01,1.38,207.08
2016/09/30,2.16,208.46
2016/09/29,2.29,210.62
2016/09/28,1.76,212.91
2016/09/27,2.20,214.67
2016/09/26,1.92,216.87
2016/09/25,2.22,218.79
2016/09/24,2.56,221.01
2016/09/23,2.17,223.57
2016/09/22,1.86,225.74
2016/09/21,1.68,227.60
2016/09/20,1.74,229.28
2016/09/19,1.92,231.02
2016/09/18,1.56,232.94
2016/09/17,1.86,234.50
2016/09/16,0.00,236.36
2016/09/15,0.00,236.36
2016/09/14,0.00,236.36
2016/09/13,0.00,236.36
2016/09/12,0.00,236.36
2016/09/11,0.00,236.36
2016/09/10,0.00,236.36
2016/09/09,0.00,236.36
2016/09/07,0.00,236.36
2016/09/06,0.00,236.36
2016/09/05,0.00,236.36
2016/09/04,0.00,236.36
2016/09/03,0.00,236.36
2016/09/02,0.00,236.36
2016/09/01,0.00,236.36
2016/08/31,0.00,236.36
2016/08/30,2.34,236.36
2016/08/29,-428.62,158.70
2016/08/28,1.64,50.08
2016/08/27,0.66,51.72
2016/08/25,126.59,52.38
